name_with_owner,stargazer_count,created_at,repository_age_days,merged_pull_requests,release_count,pushed_at,days_since_last_update,primary_language,total_issues,closed_issues,closed_issues_ratio
codecrafters-io/build-your-own-x,540051,2018-05-09T12:03:18Z,3020,157,0,2026-07-14T19:25:58Z,33,Markdown,946,677,0.7156448202959831
sindresorhus/awesome,496214,2014-07-11T13:42:37Z,4418,700,0,2026-06-30T18:21:16Z,47,Não informado,368,352,0.9565217391304348
public-apis/public-apis,460427,2016-03-20T23:49:42Z,3800,2127,0,2026-08-13T21:07:34Z,3,Python,924,911,0.9859307359307359
freeCodeCamp/freeCodeCamp,454081,2014-12-24T17:49:19Z,4252,29098,0,2026-08-16T02:34:07Z,0,TypeScript,22061,21892,0.9923394225103123
EbookFoundation/free-programming-books,394494,2013-10-11T06:50:37Z,4691,7417,0,2026-08-11T12:11:06Z,5,Python,1292,1254,0.9705882352941176
openclaw/openclaw,386425,2025-11-24T10:16:47Z,264,25264,234,2026-08-16T05:25:44Z,0,TypeScript,47174,43781,0.9280747869589181
nilbuild/developer-roadmap,364538,2017-03-15T13:45:52Z,3440,4396,1,2026-08-14T17:26:59Z,2,TypeScript,3184,3184,1.0
donnemartin/system-design-primer,364056,2017-02-26T16:15:28Z,3457,210,0,2026-03-20T01:52:19Z,149,Python,400,127,0.3175
jwasham/coding-interview-university,358836,2016-06-06T02:34:12Z,3723,415,0,2025-08-28T14:42:47Z,353,Não informado,536,455,0.8488805970149254
vinta/awesome-python,314196,2014-06-27T21:00:06Z,4432,738,0,2026-08-05T06:11:04Z,11,Python,0,0,
awesome-selfhosted/awesome-selfhosted,312951,2015-06-01T02:33:17Z,4094,0,1,2026-08-12T18:50:03Z,4,Não informado,0,0,
practical-tutorials/project-based-learning,279369,2017-04-12T05:07:46Z,3413,194,0,2026-08-10T07:04:22Z,6,Python,239,88,0.3682008368200837
996icu/996.ICU,276642,2019-03-26T07:31:14Z,2699,1071,0,2025-08-22T06:01:29Z,359,Não informado,0,0,
obra/superpowers,272549,2025-10-09T19:45:18Z,310,167,12,2026-08-13T00:36:31Z,3,Shell,849,695,0.8186101295641932
react/react,247270,2013-05-24T16:15:54Z,4831,13034,132,2026-08-14T17:33:13Z,2,JavaScript,14613,13799,0.94429617463902
torvalds/linux,242965,2011-09-04T22:48:12Z,5459,0,0,2026-08-15T16:00:10Z,1,C,0,0,
affaan-m/ECC,240326,2026-01-18T00:51:51Z,210,995,15,2026-08-16T02:12:46Z,0,JavaScript,708,667,0.942090395480226
trimstray/the-book-of-secret-knowledge,238596,2018-06-23T10:43:14Z,2975,122,0,2024-11-19T14:00:38Z,635,Não informado,0,0,
NousResearch/hermes-agent,231162,2025-07-22T22:22:28Z,389,10822,25,2026-08-16T05:22:41Z,0,Python,21846,10989,0.5030211480362538
TheAlgorithms/Python,223769,2016-07-16T09:44:01Z,3682,3088,0,2026-08-03T18:44:56Z,13,Python,1749,1606,0.9182389937106918
mattpocock/skills,218546,2026-02-03T11:15:53Z,193,89,7,2026-08-15T21:24:36Z,1,Shell,649,303,0.46687211093990755
vuejs/vue,210226,2013-07-29T03:24:51Z,4766,1136,249,2024-10-10T07:24:15Z,675,TypeScript,10035,9670,0.9636273044344793
ossu/computer-science,208040,2014-05-04T00:18:39Z,4487,315,0,2026-07-14T05:38:25Z,33,HTML,675,658,0.9748148148148148
multica-ai/andrej-karpathy-skills,202821,2026-01-27T03:53:13Z,201,12,0,2026-04-20T10:05:04Z,118,Não informado,0,0,
n8n-io/n8n,200804,2019-06-22T09:24:21Z,2611,19986,762,2026-08-16T03:08:18Z,0,TypeScript,10007,9668,0.9661237134006195
anomalyco/opencode,197860,2025-04-30T20:08:00Z,472,7219,860,2026-08-16T05:17:39Z,0,TypeScript,23771,19860,0.8354717933616591
tensorflow/tensorflow,197046,2015-11-07T01:19:20Z,3935,48928,222,2026-08-16T03:31:26Z,0,C++,41685,40917,0.9815761065131342
trekhleb/javascript-algorithms,196468,2018-03-24T07:47:04Z,3066,309,0,2026-07-26T02:43:08Z,21,JavaScript,373,238,0.6380697050938338
ultraworkers/claw-code,195054,2026-03-31T08:58:08Z,137,141,0,2026-08-06T11:18:35Z,10,Rust,2211,2195,0.9927634554500226
DigitalPlatDev/FreeDomain,193399,2024-05-30T13:23:00Z,807,0,0,2026-08-12T10:36:46Z,4,Markdown,0,0,
ohmyzsh/ohmyzsh,189220,2009-08-28T18:15:37Z,6196,3650,0,2026-08-11T11:03:43Z,5,Shell,5078,4926,0.9700669554942891
microsoft/vscode,188743,2015-09-03T20:23:38Z,3999,51980,233,2026-08-16T04:26:49Z,0,TypeScript,250861,233406,0.9304196347778252
massgravel/Microsoft-Activation-Scripts,187131,2020-01-12T23:03:34Z,2407,7,31,2026-07-04T16:54:38Z,43,Batchfile,1071,1065,0.9943977591036415
Significant-Gravitas/AutoGPT,186629,2023-03-16T09:21:07Z,1248,4759,117,2026-08-16T05:05:30Z,0,Python,3941,3644,0.9246384166455215
CyC2018/CS-Notes,185296,2018-02-13T14:56:24Z,3105,374,0,2024-08-21T09:40:10Z,725,Não informado,579,449,0.7754749568221071
jackfrued/Python-100-Days,185214,2018-03-01T16:05:52Z,3089,13,0,2026-07-29T15:18:29Z,18,Jupyter Notebook,729,193,0.26474622770919065
yt-dlp/yt-dlp,184688,2020-10-26T04:22:55Z,2120,3395,135,2026-08-16T01:54:39Z,0,Python,11907,9928,0.8337952464936592
getify/You-Dont-Know-JS,184669,2013-11-16T02:37:24Z,4656,370,0,2026-02-15T04:36:44Z,182,Não informado,947,947,1.0
avelino/awesome-go,181171,2014-07-06T13:42:15Z,4423,3867,0,2026-08-15T17:55:36Z,1,Go,758,736,0.9709762532981531
ollama/ollama,178623,2023-06-26T19:39:32Z,1146,3524,245,2026-08-15T18:57:47Z,1,Go,10979,8582,0.781674105109755
flutter/flutter,178406,2015-03-06T22:54:58Z,4180,49580,7,2026-08-16T02:55:48Z,0,Dart,115161,102597,0.8909005652955427
github/gitignore,175304,2010-11-08T20:17:14Z,5759,1779,0,2026-07-23T16:06:45Z,24,Não informado,0,0,
twbs/bootstrap,174595,2011-07-29T21:19:00Z,5496,9481,94,2026-08-13T03:36:08Z,3,MDX,22941,22838,0.9955102218735016
microsoft/markitdown,173955,2024-11-13T19:56:40Z,640,183,20,2026-07-29T18:18:09Z,18,Python,566,181,0.3197879858657244
521xueweihan/HelloGitHub,171076,2016-05-04T06:24:11Z,3755,17,68,2026-08-02T07:58:25Z,14,Python,3308,2708,0.8186215235792019
anthropics/skills,169587,2025-09-22T15:53:31Z,327,47,0,2026-08-13T18:09:56Z,3,Python,363,49,0.1349862258953168
firecrawl/firecrawl,167867,2024-04-15T21:02:29Z,852,1926,35,2026-08-16T00:12:25Z,0,TypeScript,949,885,0.9325605900948367
f/prompts.chat,167239,2022-12-05T13:54:13Z,1349,236,0,2026-08-16T03:22:07Z,0,HTML,172,152,0.8837209302325582
AUTOMATIC1111/stable-diffusion-webui,164505,2022-08-22T14:05:26Z,1454,1875,27,2026-03-02T07:00:53Z,167,Python,7913,5491,0.693921395172501
huggingface/transformers,164126,2018-10-29T13:56:00Z,2847,20168,268,2026-08-15T22:28:12Z,1,Python,19311,18426,0.954171197762933
jlevy/the-art-of-command-line,162129,2015-05-20T15:11:03Z,4105,317,0,2024-06-25T18:13:44Z,782,Não informado,264,138,0.5227272727272727
Snailclimb/JavaGuide,157781,2018-05-07T13:27:00Z,3022,1268,0,2026-08-08T06:58:19Z,8,JavaScript,1156,1098,0.9498269896193772
langflow-ai/langflow,153285,2023-02-08T22:28:03Z,1284,7273,303,2026-08-16T00:19:04Z,0,Python,3418,3206,0.9379754242246928
langgenius/dify,152565,2023-04-12T07:40:24Z,1221,13342,168,2026-08-16T03:58:44Z,0,TypeScript,18628,18343,0.9847004509340778
open-webui/open-webui,148888,2023-10-06T22:08:27Z,1044,4027,167,2026-08-15T07:10:16Z,1,Python,9358,9158,0.9786279119469973
airbnb/javascript,148144,2012-11-01T23:13:50Z,5035,822,0,2026-04-16T19:24:09Z,122,JavaScript,1416,1316,0.9293785310734464
Genymobile/scrcpy,147712,2017-11-21T18:00:27Z,3189,153,52,2026-08-14T15:22:32Z,2,C,6146,3356,0.5460462089163683
msitarzewski/agency-agents,145644,2025-10-13T12:12:29Z,306,222,0,2026-08-06T13:29:47Z,10,Shell,144,87,0.6041666666666666
langchain-ai/langchain,144306,2022-10-17T02:58:36Z,1399,17239,1000,2026-08-15T08:07:42Z,1,Python,9969,9643,0.9672986257397933
x1xhlol/system-prompts-and-models-of-ai-tools,142858,2025-03-05T16:38:29Z,528,52,0,2026-08-11T13:01:09Z,5,Não informado,212,121,0.5707547169811321
yangshun/tech-interview-handbook,141880,2016-07-05T05:00:48Z,3694,494,0,2026-08-07T12:06:42Z,9,TypeScript,126,92,0.7301587301587301
vercel/next.js,141795,2016-10-05T23:32:51Z,3601,28189,1000,2026-08-16T05:24:52Z,0,JavaScript,25183,23137,0.9187547154826669
anthropics/claude-code,141584,2025-02-22T17:41:21Z,539,161,189,2026-08-14T22:20:56Z,2,Python,84318,69370,0.8227187551886904
ytdl-org/youtube-dl,140954,2010-10-31T14:35:07Z,5767,1646,341,2026-02-19T16:45:25Z,178,Python,26831,23204,0.8648205434012896
clash-verge-rev/clash-verge-rev,138039,2023-11-21T18:24:03Z,998,1011,67,2026-08-16T05:14:06Z,0,TypeScript,5795,5409,0.933390854184642
microsoft/PowerToys,137794,2019-05-01T17:44:02Z,2663,6997,139,2026-08-16T04:53:00Z,0,C,41109,33740,0.8207448490598166
iptv-org/iptv,135943,2018-11-14T22:00:57Z,2831,6991,0,2026-08-16T02:24:25Z,0,TypeScript,34341,34327,0.9995923240441454
golang/go,135782,2014-08-19T04:33:40Z,4380,1,0,2026-08-15T12:09:09Z,1,Go,72836,63127,0.8667005327036081
labuladong/fucking-algorithm,135347,2020-02-19T09:01:23Z,2369,244,0,2026-02-28T10:07:31Z,169,Markdown,981,979,0.9979612640163099
Shubhamsaboo/awesome-llm-apps,132782,2024-04-29T05:30:25Z,838,240,0,2026-08-13T18:45:25Z,3,Python,174,167,0.9597701149425287
ripienaar/free-for-dev,131923,2015-03-18T21:06:26Z,4168,3078,0,2026-08-15T13:45:19Z,1,HTML,0,0,
excalidraw/excalidraw,129707,2020-01-02T01:04:43Z,2418,3959,15,2026-08-15T11:34:13Z,1,TypeScript,4908,2648,0.5395273023634882
krahets/hello-algo,129406,2022-11-04T11:08:34Z,1380,994,10,2026-07-24T07:32:34Z,23,Java,292,278,0.952054794520548
github/spec-kit,129278,2025-08-21T22:54:31Z,359,1379,212,2026-08-14T16:44:52Z,2,Python,1502,1344,0.8948069241011984
Chalarangelo/30-seconds-of-code,128722,2017-11-29T17:35:03Z,3181,855,12,2026-08-08T05:23:45Z,8,JavaScript,300,300,1.0
garrytan/gstack,128170,2026-03-11T21:22:45Z,157,303,0,2026-08-16T05:24:03Z,0,TypeScript,754,388,0.5145888594164456
Comfy-Org/ComfyUI,127803,2023-01-17T03:15:56Z,1307,3145,153,2026-08-15T23:34:57Z,1,Python,9128,5034,0.5514899211218229
farion1231/cc-switch,127461,2025-08-04T14:16:16Z,376,447,50,2026-08-16T03:10:01Z,0,Rust,4615,3162,0.685157096424702
react/react-native,126359,2015-01-09T18:10:16Z,4236,999,471,2026-08-15T13:15:47Z,1,C++,27777,27098,0.9755553155488353
kubernetes/kubernetes,124506,2014-06-06T22:56:04Z,4453,65646,810,2026-08-14T00:41:27Z,2,Go,49522,47696,0.9631274988893825
ggml-org/llama.cpp,124055,2023-03-10T18:58:00Z,1254,9694,1000,2026-08-16T04:21:45Z,0,C++,9467,8736,0.9227844089996831
electron/electron,122517,2013-04-12T01:47:36Z,4874,26512,1000,2026-08-16T00:37:41Z,0,C++,21820,21134,0.9685609532538955
shadcn-ui/ui,121395,2023-01-04T12:43:27Z,1319,1434,117,2026-08-13T18:44:30Z,3,TypeScript,4230,3169,0.7491725768321513
rustdesk/rustdesk,120909,2020-09-28T15:36:08Z,2147,4200,39,2026-08-14T17:04:14Z,2,Rust,4302,4223,0.9816364481636448
deepseek-ai/deepseek-harness,119257,2026-08-13T11:56:32Z,2,0,0,2026-08-13T13:00:21Z,3,TypeScript,0,0,
nodejs/node,118939,2014-11-26T19:57:11Z,4280,13180,512,2026-08-16T00:24:20Z,0,JavaScript,20762,20062,0.9662845583277141
Hack-with-Github/Awesome-Hacking,118420,2016-03-30T15:47:10Z,3790,41,0,2026-07-26T03:29:02Z,21,Não informado,0,0,
justjavac/free-programming-books-zh_CN,118350,2013-11-04T01:59:19Z,4668,300,3,2026-07-29T00:39:06Z,18,Não informado,0,0,
microsoft/generative-ai-for-beginners,117817,2023-06-19T16:28:59Z,1153,601,0,2026-08-13T03:43:40Z,3,Jupyter Notebook,244,244,1.0
nextlevelbuilder/ui-ux-pro-max-skill,117096,2025-11-30T11:36:31Z,258,138,41,2026-08-13T17:10:11Z,3,Python,172,134,0.7790697674418605
godotengine/godot,115721,2014-01-04T16:05:36Z,4606,43337,71,2026-08-14T18:19:18Z,2,C++,63319,49931,0.7885626747105924
rust-lang/rust,115510,2010-06-16T20:39:03Z,5904,73490,153,2026-08-16T04:16:52Z,0,Rust,63514,52126,0.8207009478225273
mrdoob/three.js,114537,2010-03-23T18:58:01Z,5989,15978,177,2026-08-15T22:21:24Z,1,JavaScript,13732,13485,0.982012816778328
2dust/v2rayN,113919,2019-07-30T03:47:24Z,2574,600,333,2026-08-16T02:08:08Z,0,C#,7128,7110,0.9974747474747475
d3/d3,113458,2010-09-27T17:22:42Z,5801,495,194,2026-05-28T14:43:01Z,80,Shell,2247,2242,0.9977748108589231
jaywcjlove/awesome-mac,111152,2016-07-17T15:33:47Z,3681,1243,15,2026-08-16T02:56:08Z,0,Swift,560,403,0.7196428571428571
immich-app/immich,110667,2022-02-03T15:56:27Z,1654,9998,305,2026-08-16T00:27:14Z,0,TypeScript,9125,8647,0.9476164383561644
tauri-apps/tauri,110242,2019-07-13T09:09:37Z,2590,5669,0,2026-08-16T03:17:02Z,0,Rust,6414,5130,0.7998129092609916
microsoft/TypeScript,110172,2014-06-17T15:28:39Z,4442,14893,217,2026-08-14T19:07:48Z,2,TypeScript,43248,38199,0.8832547169811321
browser-use/browser-use,109364,2024-10-31T16:00:56Z,653,1893,134,2026-08-15T17:07:06Z,1,Python,1603,1504,0.9382407985028073
axios/axios,109216,2014-08-18T22:30:27Z,4380,1482,123,2026-08-13T18:14:46Z,3,JavaScript,5054,5008,0.9908982983775227
fatedier/frp,108812,2015-12-21T15:24:59Z,3890,859,116,2026-08-14T06:21:57Z,2,Go,4141,4099,0.9898575223375996
papers-we-love/papers-we-love,108782,2013-12-15T14:31:41Z,4626,444,0,2026-07-01T09:14:27Z,46,Shell,247,245,0.9919028340080972
VoltAgent/awesome-design-md,108623,2026-03-31T16:37:01Z,137,6,0,2026-07-31T12:32:42Z,16,Não informado,384,78,0.203125
denoland/deno,108250,2018-05-15T01:34:26Z,3015,16442,388,2026-08-14T18:00:32Z,2,Rust,14981,13814,0.9221013283492424
supabase/supabase,108035,2019-10-12T05:56:49Z,2499,18627,30,2026-08-16T00:17:15Z,0,TypeScript,5835,5563,0.9533847472150814
openai/whisper,107341,2022-09-16T20:02:54Z,1429,122,13,2026-07-28T20:18:29Z,19,Python,0,0,
Graphify-Labs/graphify,106788,2026-04-03T15:49:07Z,134,135,190,2026-08-15T21:16:39Z,1,Python,1331,892,0.6701728024042074
google-gemini/gemini-cli,106532,2025-04-17T17:04:31Z,485,6646,586,2026-08-16T01:09:18Z,0,TypeScript,14213,13646,0.9601069443467248
openai/codex,106157,2025-04-13T05:37:54Z,489,9453,991,2026-08-16T04:13:09Z,0,Rust,22994,10446,0.4542924241106376
goldbergyoni/nodebestpractices,105539,2017-09-15T08:33:19Z,3256,766,0,2026-06-15T11:41:04Z,62,Dockerfile,342,288,0.8421052631578947
microsoft/terminal,104622,2017-08-11T18:38:22Z,3291,4519,156,2026-08-15T17:59:05Z,1,C++,14055,12406,0.8826752045535396
deepseek-ai/DeepSeek-V3,104295,2024-12-26T09:52:40Z,597,25,1,2025-08-28T03:24:37Z,353,Python,1082,942,0.8706099815157117
harry0703/MoneyPrinterTurbo,104010,2024-03-11T02:57:34Z,888,199,17,2026-08-13T03:41:56Z,3,Python,767,753,0.9817470664928292
DietrichGebert/ponytail,103476,2026-06-12T00:52:37Z,65,174,15,2026-08-07T21:44:01Z,9,JavaScript,268,211,0.7873134328358209
react/create-react-app,103312,2016-07-17T14:55:11Z,3681,1949,83,2025-02-15T01:32:11Z,547,JavaScript,8433,6575,0.7796750859717776
rasbt/LLMs-from-scratch,102748,2023-07-23T18:15:57Z,1119,507,0,2026-08-10T01:11:40Z,6,Jupyter Notebook,240,238,0.9916666666666667
pytorch/pytorch,102395,2016-08-13T05:26:41Z,3655,6585,68,2026-08-16T05:18:19Z,0,Python,60355,46511,0.7706238091293182
Anduin2017/HowToCook,101834,2020-02-29T10:43:49Z,2359,644,5,2026-08-09T06:37:38Z,7,Não informado,855,392,0.4584795321637427
neovim/neovim,101824,2014-01-31T13:39:22Z,4579,19626,54,2026-08-16T05:17:41Z,0,Vim Script,14483,12893,0.8902161154456949
fastapi/fastapi,101616,2018-12-08T08:21:47Z,2807,3555,300,2026-08-15T05:17:14Z,1,Python,3544,3543,0.9997178329571106
angular/angular,101009,2014-09-18T16:12:01Z,4349,7317,689,2026-08-14T16:29:46Z,2,TypeScript,30889,29897,0.9678850076078863
ruanyf/weekly,100469,2018-10-13T12:36:07Z,2863,120,0,2026-08-14T00:20:26Z,2,Não informado,10395,1686,0.1621933621933622
mtdvio/every-programmer-should-know,100258,2017-08-24T13:18:26Z,3278,109,0,2025-12-29T19:37:02Z,230,Não informado,47,31,0.6595744680851063
ant-design/ant-design,99092,2015-04-24T15:37:24Z,4131,18200,758,2026-08-16T01:21:05Z,0,TypeScript,32765,31737,0.9686250572256981
mui/material-ui,98816,2014-08-18T19:11:54Z,4380,22152,572,2026-08-16T00:35:56Z,0,JavaScript,20511,19131,0.9327190288138072
JuliusBrussee/caveman,98419,2026-04-04T10:03:00Z,133,58,19,2026-08-15T14:07:37Z,1,Go,334,113,0.3383233532934132
TauricResearch/TradingAgents,98375,2024-12-28T03:31:08Z,596,27,8,2026-07-18T15:55:05Z,29,Python,451,272,0.6031042128603105
nvbn/thefuck,97709,2015-04-08T15:08:04Z,4147,482,17,2024-07-19T14:56:13Z,758,Python,789,483,0.6121673003802282
tailwindlabs/tailwindcss,97245,2017-10-06T14:59:14Z,3235,3476,307,2026-08-14T19:43:34Z,2,TypeScript,4903,4878,0.9949010809708342
florinpop17/app-ideas,96816,2019-02-25T18:36:56Z,2728,151,0,2025-10-11T14:51:21Z,309,Não informado,201,53,0.263681592039801
microsoft/Web-Dev-For-Beginners,96356,2020-11-10T02:44:00Z,2105,689,0,2026-08-05T10:13:10Z,11,JavaScript,457,392,0.8577680525164114
hacksider/Deep-Live-Cam,95950,2023-09-24T13:19:31Z,1056,122,13,2026-08-13T22:44:22Z,3,Python,1178,1156,0.9813242784380306
puppeteer/puppeteer,95461,2017-05-09T22:16:13Z,3385,6204,698,2026-08-16T03:04:57Z,0,TypeScript,7401,7152,0.9663558978516417
oven-sh/bun,95418,2021-04-14T00:48:17Z,1950,9647,214,2026-08-16T05:27:12Z,0,Rust,17517,14309,0.8168636181994634
ryanmcdermott/clean-code-javascript,94765,2016-11-25T22:25:41Z,3550,149,0,2024-07-29T07:24:37Z,748,JavaScript,247,166,0.6720647773279352
nvm-sh/nvm,94606,2010-04-15T17:47:47Z,5966,761,73,2026-07-24T19:11:41Z,23,Shell,2448,2105,0.8598856209150327
iluwatar/java-design-patterns,94566,2014-08-09T16:45:18Z,4389,1561,0,2026-07-31T11:42:30Z,16,Java,983,856,0.8708036622583927
microsoft/playwright,94561,2019-11-15T18:32:42Z,2465,17703,165,2026-08-15T00:19:07Z,1,TypeScript,17801,17660,0.9920790966799617
karpathy/autoresearch,93915,2026-03-06T22:00:43Z,162,7,0,2026-03-26T00:07:37Z,143,Python,113,58,0.5132743362831859
punkpeye/awesome-mcp-servers,92402,2024-11-30T04:49:10Z,624,3389,0,2026-08-03T03:09:55Z,13,Não informado,554,551,0.9945848375451264
deepseek-ai/DeepSeek-R1,92024,2025-01-20T11:57:28Z,572,10,1,2025-06-27T08:35:54Z,415,Não informado,729,716,0.9821673525377229
3b1b/manim,91251,2015-03-22T18:50:58Z,4164,693,13,2026-08-15T18:23:32Z,1,Python,1237,773,0.6248989490703315
earendil-works/pi,91005,2025-08-09T14:03:50Z,371,885,255,2026-08-15T23:55:59Z,1,TypeScript,5081,4988,0.9816965164337729
storybookjs/storybook,90857,2016-03-18T04:23:44Z,3803,13095,1000,2026-08-14T20:44:33Z,2,TypeScript,14530,12950,0.8912594631796283
thedotmack/claude-mem,90849,2025-08-31T20:50:03Z,349,505,306,2026-08-14T02:52:05Z,2,JavaScript,1911,1661,0.869178440607012
opencv/opencv,90455,2012-07-19T09:40:17Z,5140,14045,69,2026-08-15T07:26:55Z,1,C++,11633,9087,0.7811398607409954
ruvnet/RuView,90302,2025-06-07T04:32:30Z,435,398,280,2026-08-16T00:32:21Z,0,Rust,461,430,0.9327548806941431
louislam/uptime-kuma,90208,2021-07-03T01:02:42Z,1870,1815,131,2026-08-16T00:05:18Z,0,JavaScript,4928,4222,0.856737012987013
PanJiaChen/vue-element-admin,90201,2017-04-17T03:35:49Z,3408,311,49,2024-10-24T11:25:46Z,661,Vue,3613,2357,0.6523664544699695
home-assistant/core,89939,2013-09-17T07:29:48Z,4715,89990,1000,2026-08-16T02:04:16Z,0,Python,73195,70304,0.9605027665824168
bitcoin/bitcoin,89912,2010-12-19T15:16:43Z,5718,16802,68,2026-08-15T14:20:51Z,1,C++,9170,8836,0.9635768811341331
mermaid-js/mermaid,89787,2014-11-01T23:52:32Z,4305,2812,201,2026-08-16T04:14:10Z,0,TypeScript,3780,2339,0.6187830687830688
sherlock-project/sherlock,89607,2018-12-24T14:30:48Z,2791,744,2,2026-08-16T05:12:21Z,0,Python,1175,1078,0.9174468085106383
modelcontextprotocol/servers,89602,2024-11-19T01:10:17Z,635,1228,26,2026-08-10T02:41:59Z,6,TypeScript,1176,931,0.7916666666666666
Stirling-Tools/Stirling-PDF,89562,2023-01-27T18:22:42Z,1296,4084,186,2026-08-15T22:39:39Z,1,Java,1851,1493,0.8065910318746623
gohugoio/hugo,89435,2013-07-04T15:26:26Z,4790,3481,381,2026-08-15T18:42:57Z,1,Go,8203,7992,0.9742777032792881
microsoft/ML-For-Beginners,89420,2021-03-03T01:34:05Z,1992,496,0,2026-08-12T11:03:44Z,4,Jupyter Notebook,165,163,0.9878787878787879
vllm-project/vllm,89146,2023-02-09T11:23:20Z,1283,19952,103,2026-08-16T04:53:38Z,0,Python,17315,15195,0.8775628068149004
gin-gonic/gin,89090,2014-06-16T23:57:25Z,4443,1248,29,2026-08-15T05:44:19Z,1,Go,2401,1797,0.7484381507705122
astral-sh/uv,88768,2023-10-02T20:24:11Z,1048,10089,303,2026-08-15T00:53:44Z,1,Rust,9221,6864,0.744387810432708
zed-industries/zed,88664,2021-02-20T03:01:06Z,2003,26361,1000,2026-08-16T03:39:19Z,0,Rust,22469,19970,0.8887800970225644
ChatGPTNextWeb/NextChat,88613,2023-03-10T18:27:54Z,1254,912,77,2026-08-11T02:07:25Z,5,TypeScript,3611,2905,0.8044862918859041
infiniflow/ragflow,88563,2023-12-12T06:13:13Z,977,8362,52,2026-08-16T01:25:51Z,0,Go,7614,6313,0.829130548988705
django/django,88427,2012-04-28T02:47:18Z,5223,10681,0,2026-08-15T15:55:33Z,1,Python,0,0,
localsend/localsend,88426,2022-12-16T00:46:07Z,1339,732,26,2026-08-13T13:59:31Z,3,Dart,1772,796,0.4492099322799097
MunGell/awesome-for-beginners,88418,2015-10-24T19:53:36Z,3948,484,0,2026-07-25T07:00:20Z,22,Não informado,214,194,0.9065420560747663
sveltejs/svelte,87965,2016-11-20T18:13:05Z,3555,6781,635,2026-08-16T04:27:49Z,0,JavaScript,9164,8203,0.8951331296377127
PaddlePaddle/PaddleOCR,87708,2020-05-08T10:38:16Z,2290,3199,33,2026-07-22T11:59:34Z,25,Python,10715,10558,0.985347643490434
syncthing/syncthing,87691,2013-11-26T09:48:21Z,4645,2929,478,2026-08-15T15:59:31Z,1,Go,5959,5600,0.9397549924483973
addyosmani/agent-skills,87544,2026-02-15T20:20:26Z,181,133,9,2026-08-14T18:51:33Z,2,JavaScript,133,75,0.5639097744360902
ByteByteGoHq/system-design-101,87143,2023-09-18T20:52:03Z,1062,23,0,2025-04-04T17:30:30Z,499,Não informado,64,20,0.3125
nexu-io/open-design,87057,2026-04-28T04:25:20Z,110,2783,27,2026-08-16T04:06:29Z,0,TypeScript,1779,1323,0.7436762225969646
odysseus-dev/odysseus,85437,2026-05-31T14:05:51Z,76,1410,0,2026-08-16T05:09:01Z,0,Python,2054,1093,0.5321324245374879
laravel/laravel,84812,2011-06-08T03:06:08Z,5548,1708,226,2026-08-12T04:31:13Z,4,Blade,0,0,
macrozheng/mall,84554,2018-04-04T01:11:44Z,3056,1,3,2026-05-14T08:32:05Z,94,Java,505,494,0.9782178217821782
OpenHands/OpenHands,84153,2024-03-13T03:33:31Z,886,7474,132,2026-08-15T18:02:33Z,1,TypeScript,4502,4189,0.9304753442914261
DopplerHQ/awesome-interview-questions,84080,2015-11-28T09:48:17Z,3913,175,0,2024-07-29T14:21:23Z,748,Não informado,61,34,0.5573770491803278
realworld-apps/realworld,84079,2016-02-26T20:49:53Z,3823,435,0,2026-08-13T21:19:04Z,3,TypeScript,549,523,0.9526411657559198
bregman-arie/devops-exercises,84043,2019-10-03T17:31:21Z,2508,309,0,2025-12-27T14:22:30Z,232,Python,107,71,0.6635514018691588
OpenCut-app/OpenCut,83472,2025-06-22T08:02:17Z,419,192,3,2026-08-10T16:38:36Z,6,TypeScript,364,98,0.2692307692307692
Developer-Y/cs-video-courses,83056,2016-10-21T17:02:11Z,3585,283,0,2026-07-07T17:42:10Z,40,Não informado,0,0,
animate-css/animate.css,82746,2011-10-12T10:07:38Z,5421,315,22,2024-07-29T19:34:21Z,748,CSS,886,843,0.9514672686230248
junegunn/fzf,82546,2013-10-23T16:04:23Z,4679,687,83,2026-08-14T10:16:53Z,2,Go,3204,2939,0.91729088639201
fighting41love/funNLP,82486,2018-08-21T11:20:39Z,2916,14,0,2024-05-10T07:38:24Z,828,Python,92,48,0.5217391304347826
vitejs/vite,82358,2020-04-21T05:03:57Z,2308,6584,713,2026-08-15T00:51:02Z,1,TypeScript,8791,8286,0.9425548856785348
koala73/worldmonitor,82195,2026-01-08T17:26:06Z,219,4464,43,2026-08-16T05:28:09Z,0,TypeScript,1567,1285,0.8200382897255903
tonsky/FiraCode,81922,2014-11-11T19:32:38Z,4295,145,29,2026-07-28T17:02:16Z,19,Clojure,1387,965,0.695746214852199
lobehub/lobehub,81721,2023-05-21T07:19:12Z,1182,7807,1000,2026-08-16T05:27:21Z,0,TypeScript,6388,6095,0.9541327489041954
mlabonne/llm-course,81699,2023-06-17T22:16:25Z,1155,2,0,2026-02-05T13:09:26Z,192,Não informado,99,33,0.3333333333333333
jesseduffield/lazygit,81362,2018-05-19T00:53:06Z,3011,2043,186,2026-08-15T13:52:59Z,1,Go,2695,1843,0.6838589981447124
spring-projects/spring-boot,81305,2012-10-19T15:02:57Z,5048,200,352,2026-08-14T06:44:24Z,2,Java,42942,42416,0.9877509198453728
netdata/netdata,80194,2013-06-17T18:39:10Z,4807,12887,138,2026-08-16T00:11:27Z,0,Go,8315,8108,0.9751052315093205
